Year,week,Temperature,Relative Temperature,Wind,Rel. humidity,Dew Point,Pressure,Daily minimum temperature,Daily maximum temperature,Clear,FogRain,FogSnowfall,FogSnowfallRain,FogThunderstormRain,HailFogThunderstormRain,Rain,Snowfall,SnowfallRain,Thunderstorm,ThunderstormRain,ThunderstormSnowfallRain
2012,29,24.137724550898202,25.275449101796408,9.071856287425149,0.821377245508982,20.7125748502994,1007.5089820359282,21.857142857142858,27.428571428571427,1,0,0,0,0,0,6,0,0,0,0,0
2012,30,27.339285714285715,29.99404761904762,10.476190476190476,0.7704761904761904,22.74404761904762,1010.5178571428571,24.142857142857142,31.285714285714285,6,0,0,0,0,0,1,0,0,0,0,0
2012,31,29.878048780487806,33.49390243902439,12.274390243902438,0.6702439024390244,22.71951219512195,1007.8475609756098,25.714285714285715,34.142857142857146,6,0,0,0,0,0,0,0,0,0,1,0
2012,32,29.170886075949365,32.01898734177215,9.215189873417721,0.6649999999999999,21.867088607594937,1006.3924050632911,25.0,33.57142857142857,4,0,0,0,0,0,3,0,0,0,0,0
2012,33,26.15568862275449,28.101796407185628,10.047904191616766,0.77874251497006,21.718562874251496,1007.1137724550898,23.857142857142858,29.857142857142858,2,0,0,0,0,0,3,0,0,0,2,0
2012,34,24.61904761904762,26.06547619047619,12.678571428571429,0.8133333333333332,21.083333333333332,1010.8214285714286,21.571428571428573,27.571428571428573,1,0,0,0,0,0,3,0,0,0,3,0
2012,35,25.547169811320753,27.031446540880502,15.371069182389936,0.7533333333333333,20.572327044025158,1007.9182389937107,22.428571428571427,28.857142857142858,3,0,0,0,0,0,4,0,0,0,0,0
2012,36,22.115853658536587,22.463414634146343,8.560975609756097,0.7346341463414634,16.725609756097562,1014.6341463414634,18.142857142857142,25.857142857142858,5,0,0,0,0,0,1,0,0,0,1,0
2012,37,20.69090909090909,20.703030303030303,6.993939393939394,0.7311515151515151,15.351515151515152,1013.5454545454545,17.285714285714285,24.571428571428573,5,0,0,0,0,0,2,0,0,0,0,0
2012,38,19.327380952380953,19.321428571428573,9.470238095238095,0.733095238095238,13.976190476190476,1010.3809523809524,15.285714285714286,23.428571428571427,4,1,0,0,0,0,2,0,0,0,0,0
2012,39,20.130434782608695,20.11304347826087,6.956521739130435,0.6747826086956521,13.182608695652174,1017.2347826086957,14.428571428571429,24.142857142857142,6,0,0,0,0,0,0,0,0,0,1,0
2012,48,1.4615384615384615,-0.9230769230769231,10.307692307692308,0.6269230769230769,-5.615384615384615,1024.3846153846155,-3.5714285714285716,5.857142857142857,3,0,0,0,0,0,2,0,1,0,1,0
2012,49,-5.456896551724138,-9.870689655172415,12.586206896551724,0.6114655172413793,-12.327586206896552,1019.9137931034483,-9.714285714285714,-0.14285714285714285,3,0,1,0,0,0,0,2,1,0,0,0
2012,50,-5.237179487179487,-7.801282051282051,6.935897435897436,0.6902564102564103,-10.378205128205128,1024.5448717948718,-9.142857142857142,-0.7142857142857143,5,1,0,0,0,0,1,0,0,0,0,0
2012,51,-3.525,-6.51875,8.71875,0.6670625,-9.15625,1025.2375,-7.857142857142857,-0.2857142857142857,6,0,0,0,0,0,0,1,0,0,0,0
2012,52,-7.21875,-10.65625,8.81875,0.6035625,-14.0375,1028.8125,-12.285714285714286,-4.0,4,0,0,0,0,0,0,3,0,0,0,0
2013,1,-10.4875,-14.25625,9.51875,0.5968125,-17.225,1026.76875,-16.571428571428573,-6.285714285714286,4,0,1,0,0,0,0,2,0,0,0,0
2013,2,-7.192546583850931,-10.049689440993788,7.22360248447205,0.6218633540372671,-13.645962732919255,1027.1739130434783,-12.142857142857142,-2.2857142857142856,6,0,0,0,0,0,0,1,0,0,0,0
2013,3,-4.189873417721519,-6.5886075949367084,6.943037974683544,0.6937974683544305,-9.291139240506329,1026.240506329114,-8.714285714285714,0.5714285714285714,5,0,0,0,0,0,0,2,0,0,0,0
2013,4,-2.0985915492957745,-6.042253521126761,12.17605633802817,0.6302816901408451,-8.753521126760564,1022.3098591549295,-5.285714285714286,0.7142857142857143,3,1,0,0,0,0,2,0,1,0,0,0
2013,5,1.6625766871165644,-0.5398773006134969,8.895705521472392,0.6696932515337423,-4.184049079754601,1025.3496932515338,-3.2857142857142856,4.714285714285714,4,1,0,0,0,0,1,1,0,0,0,0
2013,6,-4.699300699300699,-7.895104895104895,9.055944055944057,0.6908391608391609,-9.951048951048952,1024.1048951048951,-11.0,-2.7142857142857144,4,0,0,1,0,0,0,2,0,0,0,0
2013,7,-3.269662921348315,-5.685393258426966,7.258426966292135,0.6498876404494383,-9.292134831460674,1026.6741573033707,-9.0,0.14285714285714285,7,0,0,0,0,0,0,0,0,0,0,0
2013,8,-1.1688311688311688,-4.363636363636363,11.454545454545455,0.5566233766233766,-9.428571428571429,1027.909090909091,-5.142857142857143,2.0,6,0,0,0,0,0,0,1,0,0,0,0
2013,9,1.8011049723756907,-0.56353591160221,10.359116022099448,0.6475138121546962,-4.911602209944752,1022.2762430939226,-1.8571428571428572,6.142857142857143,5,1,0,0,0,0,1,0,0,0,0,0
2013,10,5.241379310344827,3.4827586206896552,11.120689655172415,0.6351724137931034,-1.867816091954023,1016.3908045977012,-0.2857142857142857,11.285714285714286,6,0,0,0,0,0,1,0,0,0,0,0
2013,11,3.479768786127168,1.0635838150289016,11.76878612716763,0.588150289017341,-4.624277456647399,1021.1676300578034,-1.2857142857142858,8.857142857142858,6,1,0,0,0,0,0,0,0,0,0,0
2013,12,4.080459770114943,2.0114942528735633,10.833333333333334,0.623735632183908,-3.3045977011494254,1012.9137931034483,0.0,9.0,2,0,0,0,0,0,3,0,2,0,0,0
2013,13,3.8819875776397517,1.763975155279503,10.788819875776397,0.4893788819875777,-7.173913043478261,1018.3416149068323,-2.0,10.142857142857142,5,1,0,0,0,0,1,0,0,0,0,0
2013,14,7.4124293785310735,6.2824858757062145,9.101694915254237,0.6702259887005649,0.6497175141242938,1015.2372881355932,3.2857142857142856,13.0,3,1,0,0,0,0,3,0,0,0,0,0
2013,15,6.517441860465116,3.994186046511628,17.930232558139537,0.5290697674418605,-3.1744186046511627,1013.5581395348837,2.142857142857143,11.714285714285714,3,0,0,0,0,0,3,0,1,0,0,0
2013,16,9.775862068965518,8.71264367816092,12.551724137931034,0.5250574712643679,-0.8908045977011494,1010.6781609195402,4.714285714285714,14.285714285714286,4,2,0,0,0,0,1,0,0,0,0,0
2013,17,10.15,9.305555555555555,11.277777777777779,0.6535555555555556,3.1277777777777778,1014.0833333333334,6.285714285714286,15.714285714285714,4,0,0,0,0,0,3,0,0,0,0,0
2013,18,12.98404255319149,12.595744680851064,12.356382978723405,0.6546808510638298,6.159574468085107,1012.9787234042553,7.142857142857143,18.285714285714285,4,0,0,0,0,0,2,0,0,0,1,0
2013,19,15.35754189944134,15.106145251396647,9.59217877094972,0.6356424581005586,7.5251396648044695,1013.7486033519554,11.142857142857142,21.571428571428573,4,0,0,0,0,0,2,0,0,0,1,0
2013,20,19.055944055944057,18.902097902097903,12.587412587412587,0.5559440559440559,9.027972027972028,1011.3006993006993,14.0,24.142857142857142,6,0,0,0,0,0,1,0,0,0,0,0
2013,21,17.312849162011172,17.24581005586592,7.782122905027933,0.7070391061452515,11.078212290502794,1008.659217877095,13.0,24.714285714285715,6,0,0,0,0,0,1,0,0,0,0,0
